Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"F Alvarez, F Lippi, R Robatto","Cost of inflation in inventory theoretical models",2019,"Review of Economic Dynamics","Elsevier","https://www.sciencedirect.com/science/article/pii/S109420251830262X","https://scholar.google.com/scholar?cites=10345966342532573866&as_sdt=2005&sciodt=2007&hl=en",684,"2022-09-26 02:04:51","","","","",,,,,8,2.67,3,3,3,"… However, the logic and the results extend to the case with variable adjustment costs, as we discuss more formally in the proof in the Online Appendix. As a result of the optimality of the …","https://economicdynamics.org/meetpapers/2017/paper_490.pdf","https://scholar.google.com/scholar?q=related:qirNwJJBlI8J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
24,"H Le Long, MJK De Ceuster, J Annaert, ...","Gold as a hedge against inflation: the Vietnamese case",2013,"… Economics and Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S2212567113000592","https://scholar.google.com/scholar?cites=13787605214195705987&as_sdt=2005&sciodt=2007&hl=en",966,"2022-09-26 02:04:51","","","","",,,,,24,2.67,6,4,9,"… We investigate the inflation-hedging properties of gold in Vietnam, reaching formidable … and ex ante inflation. In addition, its return is positively related to unexpected inflation, although …","https://www.sciencedirect.com/science/article/pii/S2212567113000592/pdf?md5=95f7a0b4bf17f9e47a5f40f7b4d4496d&pid=1-s2.0-S2212567113000592-main.pdf&_valck=1","https://scholar.google.com/scholar?q=related:g2h1d-RpV78J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
42,"MH Jim, HH Ho, R Miu, ...","Modified crush technique with double kissing balloon inflation (sleeve technique): a novel technique for coronary bifurcation lesions",2006,"Catheterization and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ccd.20645","https://scholar.google.com/scholar?cites=7711455856665039008&as_sdt=2005&sciodt=2007&hl=en",65,"2022-09-26 02:04:51","","10.1002/ccd.20645","","",,,,,42,2.63,11,4,16,"… inflation (the sleeve technique) in an attempt to increase the success rate of final kissing balloon inflation, … The patient had been on aspirin 150 mg daily for few years. He was pretreated …","","https://scholar.google.com/scholar?q=related:oBCgnT6YBGsJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
21,"F Busetti, G Ferrero, A Gerali, ...","Deflationary shocks and de-anchoring of inflation expectations",2014,"Bank of Italy Occasional …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2589563","https://scholar.google.com/scholar?cites=9201064773009222082&as_sdt=2005&sciodt=2007&hl=en",718,"2022-09-26 02:04:51","","","","",,,,,21,2.63,5,4,8,"… These are available daily over a wide range of horizons.This measure of inflation expectation implicitly contains some risk premium component, that is however relatively small.Figure 1 …","http://www.bancaditalia.it/pubblicazioni/qef/2014-0252/QEF_252.pdf","https://scholar.google.com/scholar?q=related:wimTZqm_sH8J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
21,"M Palanivel, R Uthayakumar","An EPQ model with variable production, probabilistic deterioration and partial backlogging under inflation",2014,"Journal of Management Analytics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/23270012.2014.971889","https://scholar.google.com/scholar?cites=13126073249987458082&as_sdt=2005&sciodt=2007&hl=en",803,"2022-09-26 02:04:51","","10.1080/23270012.2014.971889","","",,,,,21,2.63,11,2,8,"… is a general phenomenon in daily life. Most physical goods … Inflation is defined as a rise in the general level of prices of … Consequently, inflation reflects a reduction in the purchasing …","","https://scholar.google.com/scholar?q=related:InRCcRMuKbYJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
13,"JE Cavallin, GT Ankley, BR Blackwell, ...","Impaired swim bladder inflation in early life stage fathead minnows exposed to a deiodinase inhibitor, iopanoic acid",2017,"Environmental …","Wiley Online Library","https://setac.onlinelibrary.wiley.com/doi/abs/10.1002/etc.3855","https://scholar.google.com/scholar?cites=458757319707968867&as_sdt=2005&sciodt=2007&hl=en",181,"2022-09-26 02:04:51","","10.1002/etc.3855","","",,,,,13,2.60,3,4,5,"… To examine anterior swim bladder inflation, a second study was … of inflation and length of anterior swim bladder were significantly reduced in all IOP treatments at 14 dpf, but inflation …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5733732/","https://scholar.google.com/scholar?q=related:Y8VNB1rVXQYJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
85,"MD Wiegand, JM Hataley, CL Kitchen, ...","Induction of developmental abnormalities in larval goldfish, Carassius auratus L., under cool incubation conditions",1989,"Journal of Fish …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1095-8649.1989.tb03395.x","https://scholar.google.com/scholar?cites=5700009832238781870&as_sdt=2005&sciodt=2007&hl=en",668,"2022-09-26 02:04:51","","10.1111/j.1095-8649.1989.tb03395.x","","",,,,,85,2.58,21,4,33,"… , at least up to the time that swimbladder inflation occurs. … The dishes were rinsed daily with AIM and dead embryos were … dechlorinated tap water which was changed daily. At hatching, …","","https://scholar.google.com/scholar?q=related:rpXTEr6AGk8J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
111,"JW Lance, D Burke, J Pollard","Hyperexcitability of motor and sensory neurons in neuromyotonia",1979,"Annals of Neurology: Official …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.410050605","https://scholar.google.com/scholar?cites=11516594207528865843&as_sdt=2005&sciodt=2007&hl=en",812,"2022-09-26 02:04:51","","10.1002/ana.410050605","","",,,,,111,2.58,37,3,43,"… Daily urinary excretion of calcium and magnesium was then measured for one … inflation of a sphygmomanometer cuff around the arm to 300 mg Hg produced, within 2 minutes of inflation…","","https://scholar.google.com/scholar?q=related:M1AUCmop058J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
15,"N Antonakakis, J Cunado, LA Gil-Alana, R Gupta","Is inflation persistence different in reality?",2016,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176516303548","https://scholar.google.com/scholar?cites=6092071326369691191&as_sdt=2005&sciodt=2007&hl=en",4,"2022-09-26 02:04:51","","","","",,,,,15,2.50,4,4,6,"… This study examines the inflation persistence using both online and official price indexes in … long-memory parameter for the daily online inflation rates using different model specifications…","https://repository.up.ac.za/bitstream/handle/2263/57410/Antonakakis_Is_2016.pdf?sequence=1","https://scholar.google.com/scholar?q=related:N7abGphii1QJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"JCC Chan, Y Song","Measuring Inflation Expectations Uncertainty Using High‐Frequency Data",2018,"Journal of Money, Credit and Banking","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/jmcb.12498","https://scholar.google.com/scholar?cites=912143699327373810&as_sdt=2005&sciodt=2007&hl=en",50,"2022-09-26 02:04:51","","10.1111/jmcb.12498","","",,,,,10,2.50,5,2,4,"… inflation expectations for refining estimates of inflation expectations volatility or uncertainty.1 1 Here, the uncertainty is about long-run inflation … of inflation expectations at daily frequency, …","https://cama.crawford.anu.edu.au/sites/default/files/publication/cama_crawford_anu_edu_au/2017-10/61_2017_chan_song.pdf","https://scholar.google.com/scholar?q=related:8tGEntyVqAwJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
5,"HG Keefe","The impact of exchange rate volatility on inflation targeting monetary policy in emerging and advanced economies",2020,"International Finance","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/infi.12368","https://scholar.google.com/scholar?cites=727713017480931371&as_sdt=2005&sciodt=2007&hl=en",73,"2022-09-26 02:04:51","","10.1111/infi.12368","","",,,,,5,2.50,5,1,2,"… daily exchange rate data. The first variation is calculated as the 30-day standard deviation of the daily … The second variation is calculated as the 30-day standard deviation of the daily …","","https://scholar.google.com/scholar?q=related:K-hgQSJbGQoJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
5,"A Jamal, R Linker","Inflation method based on confidence intervals for data assimilation in soil hydrology using the ensemble Kalman filter",2020,"Vadose Zone Journal","Wiley Online Library","https://acsess.onlinelibrary.wiley.com/doi/abs/10.1002/vzj2.20000","https://scholar.google.com/scholar?cites=15978830430919970335&as_sdt=2005&sciodt=2007&hl=en",134,"2022-09-26 02:04:51","","10.1002/vzj2.20000","","",,,,,5,2.50,3,2,2,"… For each depth, 10 measurements were generated daily from the True model, assuming … The EnKF was implemented using the Biased model to estimate the daily soil water content in …","https://acsess.onlinelibrary.wiley.com/doi/pdf/10.1002/vzj2.20000","https://scholar.google.com/scholar?q=related:H84vEZ41wN0J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"N Wan, X Chen","Contracts choice for supply chain under inflation",2018,"International Transactions in Operational …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/itor.12263","https://scholar.google.com/scholar?cites=6070932926458008511&as_sdt=2005&sciodt=2007&hl=en",160,"2022-09-26 02:04:51","","10.1111/itor.12263","","",,,,,10,2.50,5,2,4,"… firms are trapped in a battle for survival under inflation. Many large-scale companies have to … by inflation. It is pretty obvious that inflation exerts an important influence on the daily …","","https://scholar.google.com/scholar?q=related:v5PA2FRJQFQJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"L Kavtaradze, M Mokhtari","Factor Models and Time‐Varying Parameter Framework for Forecasting Exchange Rates and Inflation: A Survey",2018,"Journal of Economic Surveys","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/joes.12205","https://scholar.google.com/scholar?cites=14006301072190440863&as_sdt=2005&sciodt=2007&hl=en",243,"2022-09-26 02:04:51","","10.1111/joes.12205","","",,,,,10,2.50,5,2,4,"… our forecasts of exchange rate and inflation. Given their intrinsic link through the term structure, one might argue that better exchange rate and inflation forecasts than those produced by …","","https://scholar.google.com/scholar?q=related:n4UV2Z1gYMIJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"MG Anghel, M Mirea, A Badiu","Analysis of the Main Aspects Regarding the Price Indices Applied in the Determination of Inflation",2018,"International Journal of …","m.masccom.com","https://m.masccom.com/papers_submitted/4135/Analysis_of_the_Main_Aspects_Regarding_the_Price_Indices_Applied_in_the_Determination_of_Inflation.pdf","https://scholar.google.com/scholar?cites=10174696825853720968&as_sdt=2005&sciodt=2007&hl=en",626,"2022-09-26 02:04:51","PDF","","","",,,,,10,2.50,3,3,4,"… Inflation is the abridged or statistically synthesized form of price rises. Inflation can be expressed in the terms we commonly encounter in analyzes and daily studies as the consumer …","https://m.masccom.com/papers_submitted/4135/Analysis_of_the_Main_Aspects_Regarding_the_Price_Indices_Applied_in_the_Determination_of_Inflation.pdf","https://scholar.google.com/scholar?q=related:iDlO8trIM40J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
20,"F Ahmed, H Raza, A Hussain, I Lal","Determinant of Inflation in Pakistan: An Econometric Analysis, Using Johansen Co Integration Approach.",2014,"","mpra.ub.uni-muenchen.de","https://mpra.ub.uni-muenchen.de/id/eprint/106870","https://scholar.google.com/scholar?cites=15743514171667500296&as_sdt=2005&sciodt=2007&hl=en",825,"2022-09-26 02:04:51","","","","",,,,,20,2.50,5,4,8,"… Due higher inflation level people need more amount of money to make daily transaction and people has demanding more money and value of money decline. Inflation also negative …","https://mpra.ub.uni-muenchen.de/106870/1/MPRA_paper_106870.pdf","https://scholar.google.com/scholar?q=related:CM2R9rkyfNoJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"CS Chaves, AC Silva","Inflation and stock returns at B3",2018,"Andre C., Inflation and Stock Returns at B","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3178972","https://scholar.google.com/scholar?cites=13777099915930283022&as_sdt=2005&sciodt=2007&hl=en",886,"2022-09-26 02:04:51","","","","",,,,,10,2.50,5,2,4,"… The data are collected online continuously from each institution and consolidated daily. The forecast of each institution is identified with a specific login ID. To encourage participation …","https://run.unl.pt/bitstream/10362/62691/1/77295_163828_1_PB.pdf","https://scholar.google.com/scholar?q=related:DqwWHGEXMr8J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
32,"J Doomen","Information inflation",2009,"Journal of Information Ethics","scholarlypublications …","https://scholarlypublications.universiteitleiden.nl/access/item%3A2863108/view","https://scholar.google.com/scholar?cites=15184908435976623586&as_sdt=2005&sciodt=2007&hl=en",945,"2022-09-26 02:04:51","PDF","","","",,,,,32,2.46,32,1,13,"Abstract Information has come to be perceived, on the whole, as something ordinary and seems to be slowly losing its value. In this article, this is explored in four areas. It is no longer …","https://scholarlypublications.universiteitleiden.nl/access/item%3A2863108/view","https://scholar.google.com/scholar?q=related:4hU4-cShu9IJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
49,"A Averbug","The Brazilian economy in 1994–1999: from the real plan to inflation targets",2002,"World Economy","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-9701.00472","https://scholar.google.com/scholar?cites=10303877885717462239&as_sdt=2005&sciodt=2007&hl=en",195,"2022-09-26 02:04:51","","10.1111/1467-9701.00472","","",,,,,49,2.45,49,1,20,"… of inflation targets. The principal contributions of this period were the drastic reduction of high inflation … of the 1990s and the possibility of a long‐term commitment to low inflation targets. …","","https://scholar.google.com/scholar?q=related:3zwxQ1i6_o4J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
12,"F Bachewe, D Headey","Urban wage behaviour and food price inflation in Ethiopia",2017,"The Journal of Development Studies","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00220388.2016.1219343","https://scholar.google.com/scholar?cites=6138051927039780146&as_sdt=2005&sciodt=2007&hl=en",345,"2022-09-26 02:04:51","","10.1080/00220388.2016.1219343","","",,,,,12,2.40,6,2,5,"… of daily labourers in urban areas, who are almost universally paid in cash. CSA describes the wage data used in this study as per day wages of ‘unskilled services (daily … in the Online …","https://www.researchgate.net/profile/Fantu-Bachewe/publication/307613652_Urban_Wage_Behaviour_and_Food_Price_Inflation_in_Ethiopia/links/61b1e00e0c4bfb675178bed5/Urban-Wage-Behaviour-and-Food-Price-Inflation-in-Ethiopia.pdf","https://scholar.google.com/scholar?q=related:MqUb9LS9LlUJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
12,"F Natoli, L Sigalotti","An indicator of inflation expectations anchoring",2017,"Bank of Italy Temi di Discussione (Working …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2947016","https://scholar.google.com/scholar?cites=9841687935598103527&as_sdt=2005&sciodt=2007&hl=en",562,"2022-09-26 02:04:51","","","","",,,,,12,2.40,6,2,5,"… Fixed sample In a sample of daily variations of short and long-term inflation swaps, we divide the observations for each variable into two groups, using dummy variables. While we focus …","https://www.bancaditalia.it/pubblicazioni/temi-discussione/2017/2017-1103/en_tema_1103.pdf","https://scholar.google.com/scholar?q=related:54uSrwizlIgJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
43,"M Leone, S Rousseau, M Avidan, ...","Target concentrations of remifentanil with propofol to blunt coughing during intubation, cuff inflation, and tracheal suctioning",2004,"British journal of …","academic.oup.com","https://academic.oup.com/bja/article-abstract/93/5/660/384406","https://scholar.google.com/scholar?cites=2849595626580119942&as_sdt=2005&sciodt=2007&hl=en",877,"2022-09-26 02:04:51","","","","",,,,,43,2.39,11,4,18,"… coughing during intubation, cuff inflation, and tracheal suctioning. … concentration, was observed with cuff inflation (P=0.04) and … during tracheal tube cuff inflation and tracheal suctioning. …","https://academic.oup.com/bja/article/93/5/660/384406","https://scholar.google.com/scholar?q=related:hpHQ4x_MiycJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
31,"M Reid","The sensitivity of South African inflation expectations to surprises",2009,"South African Journal of Economics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1813-6982.2009.01219.x","https://scholar.google.com/scholar?cites=2966266989583362712&as_sdt=2005&sciodt=2007&hl=en",39,"2022-09-26 02:04:51","","10.1111/j.1813-6982.2009.01219.x","","",,,,,31,2.38,31,1,13,"… The dataset consists of daily observations of the changes in the inflation compensation on the day of each announcement. Only days on which an announcement was made are included…","https://core.ac.uk/download/pdf/6886381.pdf","https://scholar.google.com/scholar?q=related:mGoVbxxMKikJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
19,"O Wallner, B Wallner","Balloon dilation of benign esophageal rings or strictures: a randomized clinical trial comparing two different inflation times",2014,"Diseases of the Esophagus","academic.oup.com","https://academic.oup.com/dote/article-abstract/27/2/109/2328851","https://scholar.google.com/scholar?cites=8124601454606247421&as_sdt=2005&sciodt=2007&hl=en",746,"2022-09-26 02:04:51","","","","",,,,,19,2.38,10,2,8,"… inflation time is lacking. The aim of the current pilot study was to compare 10 seconds inflation time with 2 minutes inflation … This pilot study indicates that 10 seconds inflation time is as …","","https://scholar.google.com/scholar?q=related:_WVtG_phwHAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
19,"A Saraçoğlu, D Dal, G Pehlivan, ...","The professional experience of anaesthesiologists in proper inflation of laryngeal mask and endotracheal tube cuff",2014,"Turkish Journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4894167/","https://scholar.google.com/scholar?cites=2425919401402274508&as_sdt=2005&sciodt=2007&hl=en",887,"2022-09-26 02:04:51","HTML","","","",,,,,19,2.38,5,4,8,"… However, the benefit of this device has been proven in daily practice; it is not utilized routinely. Although it is cheap and easy to use, experiences of anaesthesiologists often replace the …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4894167/","https://scholar.google.com/scholar?q=related:zJJPrteYqiEJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
31,"C Wei","Does the stock market react to unexpected inflation differently across the business cycle?",2009,"Applied Financial Economics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/09603100903282622","https://scholar.google.com/scholar?cites=6952803779956612012&as_sdt=2005&sciodt=2007&hl=en",899,"2022-09-26 02:04:51","","10.1080/09603100903282622","","",,,,,31,2.38,31,1,13,"… They examine the responses of the daily return on Standard & Poor's (S&P) 500 to inflation news across three different stages of the business cycle and find little evidence of cyclical …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.649.5362&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:rJtOSTNSfWAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
26,"SM Lein, T Maag","The formation of inflation perceptions: Some empirical facts for European countries",2011,"Scottish Journal of Political Economy","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9485.2011.00541.x","https://scholar.google.com/scholar?cites=6466301499941480934&as_sdt=2005&sciodt=2007&hl=en",123,"2022-09-26 02:04:51","","10.1111/j.1467-9485.2011.00541.x","","",,,,,26,2.36,13,2,11,"… Additionally, if consumers respond to inflation as observed in daily economic interactions, this should be reflected in an instantaneous relation between perceived and actual …","https://www.econstor.eu/bitstream/10419/50341/1/584007418.pdf","https://scholar.google.com/scholar?q=related:5mmWSvTqvFkJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
21,"PM Pincheira","Interventions and inflation expectations in an inflation targeting economy",2013,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2390170","https://scholar.google.com/scholar?cites=7329094657219813706&as_sdt=2005&sciodt=2007&hl=en",322,"2022-09-26 02:04:51","","","","",,,,,21,2.33,21,1,9,"… relevant impact on the distribution of inflation expectations in Chile. A daily analysis using break-even inflation rate as a proxy for inflation expectations is roughly consistent with these …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.382.9462&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:SuHMcMIstmUJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
7,"J De Gregorio","Inflation Targets in Latin America",2019,"… Institute for International Economics Working Paper","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3485270","https://scholar.google.com/scholar?cites=8706196910110451341&as_sdt=2005&sciodt=2007&hl=en",620,"2022-09-26 02:04:51","","","","",,,,,7,2.33,7,1,3,"… of chronic inflation in Latin America and describes these countries’ experience with inflation … computer terminals, and monetary aggregates can be published daily. However, monitoring …","https://econ.uchile.cl/uploads/publicacion/474b2703f646289a04b79edd2a00569d245ffa1a.pdf","https://scholar.google.com/scholar?q=related:jaa8W_af0ngJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
7,"A Campelo, M Malgarini, VS Bittencourt, ...","Inflation expectations of Brazilian consumers: an analysis based on the FGV survey",2019,"International Review of …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/02692171.2018.1515897","https://scholar.google.com/scholar?cites=12310445294727693202&as_sdt=2005&sciodt=2007&hl=en",894,"2022-09-26 02:04:51","","10.1080/02692171.2018.1515897","","",,,,,7,2.33,2,4,3,"… inflation expectations and actual inflation. The correlation among inflation expectations and the actual inflation … Data are reported daily, and for our purposes are averaged out monthly. …","","https://scholar.google.com/scholar?q=related:koMfo8V816oJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
37,"GS Sahi, G Raizada","Commodity futures market efficiency in India and effect on inflation",2006,"Available at SSRN 949161","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=949161","https://scholar.google.com/scholar?cites=10917381879302397506&as_sdt=2005&sciodt=2007&hl=en",389,"2022-09-26 02:04:51","","","","",,,,,37,2.31,19,2,16,"… Daily spot and futures prices from July 2004 to July 2006 provided by NCDEX online database … The daily closing prices have been taken to be spot prices. Futures market efficiency has …","","https://scholar.google.com/scholar?q=related:Qh4b-flUgpcJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
23,"PE Carrillo, M Shahe Emran","Public information and inflation expectations: Microeconometric evidence from a natural experiment",2012,"Review of Economics and Statistics","direct.mit.edu","https://direct.mit.edu/rest/article-abstract/94/4/860/58021","https://scholar.google.com/scholar?cites=12071633079237400511&as_sdt=2005&sciodt=2007&hl=en",847,"2022-09-26 02:04:51","","","","",,,,,23,2.30,12,2,10,"… on the literature on inflation perceptions and expectations. We also … An online appendix is available at http://www.… prices that households face in their daily interactions. While we believe …","","https://scholar.google.com/scholar?q=related:v9fMylMOh6cJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
16,"MK O'Connor, RG Deason, E Reynolds, MJ Tat, ...","The imagination inflation effect in healthy older adults and patients with mild Alzheimer's disease.",2015,"…","psycnet.apa.org","https://psycnet.apa.org/doiLanding?doi=10.1037/neu0000195","https://scholar.google.com/scholar?cites=1802673463470449758&as_sdt=2005&sciodt=2007&hl=en",188,"2022-09-26 02:04:51","","10.1037/neu0000195","","",,,,,16,2.29,3,5,7,"… ), susceptibility to the imagination inflation effect could have significant functional consequences in daily life. Method: We … See the online article for the color version of this figure. See the …","https://doi.apa.org/manuscript/2015-16463-001.pdf","https://scholar.google.com/scholar?q=related:XuQtzPZhBBkJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
16,"S Cecchetti, F Natoli, L Sigalotti","Tail comovement in option-implied inflation expectations as an indicator of anchoring",2015,"Bank of Italy Temi di Discussione …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2722436","https://scholar.google.com/scholar?cites=10198303768039122494&as_sdt=2005&sciodt=2007&hl=en",468,"2022-09-26 02:04:51","","","","",,,,,16,2.29,5,3,7,"… We use daily closing quotes of zero-coupon inflation options from the first available trading day, ie 5 October, 2009, until 18 February 2015. We consider options with maturity equal to 1, …","http://www.bancaditalia.it/pubblicazioni/temi-discussione/2015/2015-1025/en_tema_1025.pdf","https://scholar.google.com/scholar?q=related:PuZ_fT6nh40J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
18,"J Tomlinson","B ritish government and popular understanding of inflation in the mid‐1970s",2014,"The Economic History Review","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0289.12038","https://scholar.google.com/scholar?cites=14535796955090450083&as_sdt=2005&sciodt=2007&hl=en",241,"2022-09-26 02:04:51","","10.1111/1468-0289.12038","","",,,,,18,2.25,18,1,8,"… inflation, and the arguments about how to reduce it, but we know far less about how inflation … on both the significance and causes of inflation. The evidence supports the argument that …","","https://scholar.google.com/scholar?q=related:o_ZeE1GGuckJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
20,"A Díaz, F Jareño","Inflation news and stock returns: market direction and flow-through ability",2013,"Empirical Economics","Springer","https://link.springer.com/article/10.1007/s00181-012-0555-7","https://scholar.google.com/scholar?cites=14879260813946208495&as_sdt=2005&sciodt=2007&hl=en",701,"2022-09-26 02:04:51","","10.1007/s00181-012-0555-7","","",,,,,20,2.22,10,2,9,"… Finally, we calculate a daily equally weighted total market return as a proxy for the market … of daily stock prices in the Spanish stock market to the announcements of inflation news during …","https://www.researchgate.net/profile/Francisco-Jareno/publication/257338314_Inflation_news_and_stock_returns_Market_direction_and_flow-through_ability/links/00b4952a334a39a2dd000000/Inflation-news-and-stock-returns-Market-direction-and-flow-through-ability.pdf","https://scholar.google.com/scholar?q=related:70CnZ-DAfc4J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
31,"C Zhang, H Pang","Excess liquidity and inflation dynamics in China: 1997–2007",2008,"China & World Economy","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1749-124X.2008.00118.x","https://scholar.google.com/scholar?cites=17038706877706056183&as_sdt=2005&sciodt=2007&hl=en",176,"2022-09-26 02:04:51","","10.1111/j.1749-124X.2008.00118.x","","",,,,,31,2.21,16,2,14,"… the ongoing inflation in China. To avoid inflation resurgence, we propose that the monetary authorities in China consider adding a random element to the daily movements in the RMB …","","https://scholar.google.com/scholar?q=related:97GsXaGldewJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
11,"Vandana, HM Srivastava","An inventory model for ameliorating/deteriorating items with trapezoidal demand and complete backlogging under inflation and time discounting",2017,"Mathematical Methods in the …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/mma.4214","https://scholar.google.com/scholar?cites=6555870461830967341&as_sdt=2005&sciodt=2007&hl=en",222,"2022-09-26 02:04:51","","10.1002/mma.4214","","",,,,,11,2.20,6,2,5,"… The conditions of shortages are generally occurring in our daily life, and everyone faces these. There are two types of shortages: first, the shortage items are completely backlogged, …","","https://scholar.google.com/scholar?q=related:LTDpVnMh-1oJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
28,"E Nelson","An overhaul of doctrine: The underpinning of UK inflation targeting",2009,"The Economic Journal","academic.oup.com","https://academic.oup.com/ej/article-abstract/119/538/F333/5089660","https://scholar.google.com/scholar?cites=14485476023850675441&as_sdt=2005&sciodt=2007&hl=en",891,"2022-09-26 02:04:51","","","","",,,,,28,2.15,28,1,13,"… The inflation targeting regime prevailing in the UK is not the … Instead, the crucial underpinning of UK inflation targeting is an … ‐inflation term in the Phillips curve do not play a role. …","http://real.stlouisfed.org.s3.amazonaws.com/wp/2007/2007-026.pdf","https://scholar.google.com/scholar?q=related:8awORLK_BskJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
